0x80000002,PTR,reg,reg,reg,0x3,reg,var,reg,RegCreateKeyEx,,,
0x0,0x0,mem,8,ret,expr,1,1,WideCharToMultiByte,,,,
mem,3,ret,SetDlgItemText,,,,,,,,,
var,0x80000000,0x0,1,0x3,0x80,1,CreateFile,,,,,
var,var,var,PTR,reg,CoCreateInstance,,,,,,,
0x1200,1,var,0x0,PTR,4,1,FormatMessage,,,,,
mem,0x0,expr,mem,var,var,mem,SetWindowPos,,,,,
0x0,PTR,1,0x2,mem,expr,RegSetValueEx,,,,,,
0x0,var,0x0,ret,var,RegOpenKeyEx,,,,,,,
var,var,0x0,0x20019,var,RegOpenKeyEx,,,,,,,
mem,1,5,1,SetTimer,,,,,,,,
mem,mem,var,3,LoadString,,,,,,,,
ret,0x0,mem,8,expr,expr,1,1,WideCharToMultiByte,,,,
var,PTR,1,1,PTR,var,RegQueryValueEx,,,,,,
mem,PTR,1,1,0x0,0x2001f,1,PTR,0x0,RegCreateKeyEx,,,
0x410088,PTR,var,8,mem,mem,2,2,var,1,mem,reg,CreateWindowEx
ret,0x7405c,1,1,var,1,var,1,DeviceIoControl,,,,
ret,var,2,var,1,ReadFile,,,,,,,
1,var,PTR,0x242202,MessageBox,,,,,,,,
var,var,1,1,var,0x2,1,var,0x0,RegCreateKeyEx,,,
0x0,PTR,var,8,expr,expr,2,expr,var,var,mem,1,CreateWindowEx
mem,0x8,4,HeapAlloc,,,,,,,,,
mem,2,0x0,CheckDlgButton,,,,,,,,,
ret,ret,expr,var,1,WriteFile,,,,,,,
mem,3,1,var,PostMessage,,,,,,,,
ret,0x0,var,var,var,var,0x14,SetWindowPos,,,,,
var,PTR,1,var,expr,var,RegQueryValueEx,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
0x0,0x1,var,var,var,var,MultiByteToWideChar,,,,,,
var,3,var,CheckDlgButton,,,,,,,,,
0x0,0x0,mem,8,1,1,MultiByteToWideChar,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
var,1,0x4,PTR,expr,CoCreateInstance,,,,,,,
ret,PTR,1,1,expr,var,RegQueryValueEx,,,,,,
ret,4,1,expr,SendMessage,,,,,,,,
0x0,mem,1,var,ret,var,RegQueryValueEx,,,,,,
0x1800,ret,mem,0x400,reg,3,1,FormatMessage,,,,,
mem,0x2f0003,ret,expr,var,var,var,1,DeviceIoControl,,,,
mem,3,1,ret,PostMessage,,,,,,,,
var,3,var,2,LoadString,,,,,,,,
mem,mem,8,expr,1,WriteFile,,,,,,,
ret,0x0,4,HeapAlloc,,,,,,,,,
1,3,var,1,LoadString,,,,,,,,
mem,var,var,var,expr,WriteFile,,,,,,,
mem,0x8,2,HeapAlloc,,,,,,,,,
mem,mem,3,var,1,ReadFile,,,,,,,
var,3,var,SetDlgItemText,,,,,,,,,
ret,0x0,var,8,ret,ret,1,1,WideCharToMultiByte,,,,
var,0x5a,var,1,GetLocaleInfo,,,,,,,,
0x7f,0x1,var,8,expr,8,CompareString,,,,,,
0x80000001,var,1,PTR,0x0,0x2001f,1,var,var,RegCreateKeyEx,,,
0x0,0x0,var,8,expr,ret,1,1,WideCharToMultiByte,,,,
reg,var,3,var,1,ReadFile,,,,,,,
0x0,PTR,1,0x1,mem,expr,RegSetValueEx,,,,,,
mem,2,ret,1,SendMessage,,,,,,,,
ret,1,3,1,SetTimer,,,,,,,,
var,var,1,var,1,ReadFile,,,,,,,
0x3900,1,8,0x400,var,1,var,FormatMessage,,,,,
var,var,1,1,var,var,var,expr,DeviceIoControl,,,,
mem,var,1,var,1,WriteFile,,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
0x80000001,PTR,1,1,0x1,0x20006,1,var,0x0,RegCreateKeyEx,,,
var,2,mem,SetDlgItemText,,,,,,,,,
mem,ret,ret,mem,MessageBox,,,,,,,,
var,PTR,0x0,0x2000000,var,RegOpenKeyEx,,,,,,,
var,0x40000000,0x0,1,0x3,0x0,1,CreateFile,,,,,
0x400,0x0,var,ret,var,ret,CompareString,,,,,,
0x400,0xe,var,expr,GetLocaleInfo,,,,,,,,
mem,0x2,0x3,1,0x4,0x0,1,CreateFile,,,,,
mem,mem,1,0x1,mem,expr,RegSetValueEx,,,,,,
ret,0x40000000,0x0,1,0x1,0x4000080,1,CreateFile,,,,,
0xfde9,0x0,expr,mem,1,1,1,1,WideCharToMultiByte,,,,
ret,0x0,1,1,var,expr,0x6,SetWindowPos,,,,,
ret,3,var,2,LoadString,,,,,,,,
0x7f,0x1,expr,1,PTR,1,CompareString,,,,,,
mem,3,var,2,LoadString,,,,,,,,
mem,1,mem,1,SetTimer,,,,,,,,
mem,3,1,1,PostMessage,,,,,,,,
var,0xc0000000,0x3,1,0x2,0x100,1,CreateFile,,,,,
ret,PTR,1,1,0x0,0x6,1,var,0x0,RegCreateKeyEx,,,
mem,0x8,1,HeapAlloc,,,,,,,,,
mem,2,mem,SetDlgItemText,,,,,,,,,
0x0,0x1,ret,8,mem,mem,MultiByteToWideChar,,,,,,
0x400,0x10,expr,1,GetLocaleInfo,,,,,,,,
mem,4,0x1,CheckDlgButton,,,,,,,,,
mem,4,0x147,1,1,SendDlgItemMessage,,,,,,,
0x0,0x0,var,1,1,1,1,1,WideCharToMultiByte,,,,
mem,4,0xc5,2,1,SendDlgItemMessage,,,,,,,
var,var,1,0x4,ret,1,RegSetValueEx,,,,,,
var,3,0xd,3,var,SendDlgItemMessage,,,,,,,
var,2,0x1,CheckDlgButton,,,,,,,,,
0x400,var,ret,2,GetLocaleInfo,,,,,,,,
0x1200,1,var,0x0,var,3,1,FormatMessage,,,,,
mem,0x1,var,1,1,1,MultiByteToWideChar,,,,,,
0x400,0x20001010,expr,1,GetLocaleInfo,,,,,,,,
mem,0x2d1080,1,1,var,1,var,1,DeviceIoControl,,,,
mem,4,1,1,PostMessage,,,,,,,,
var,0x80000100,0x5,1,0x3,0x2000000,1,CreateFile,,,,,
ret,0x0,1,1,var,ret,0x16,SetWindowPos,,,,,
ret,PTR,1,var,1,WriteFile,,,,,,,
1,mem,4,PTR,SetTimer,,,,,,,,
0x0,mem,1,1,ret,var,RegQueryValueEx,,,,,,
var,PTR,1,0x2,var,expr,RegSetValueEx,,,,,,
var,var,var,0x10030,MessageBox,,,,,,,,
var,0x80,0x7,1,0x3,0x2000080,1,CreateFile,,,,,
mem,2,var,3,LoadString,,,,,,,,
0x3000,ret,3,0x0,ret,var,var,FormatMessage,,,,,
0x80000002,var,1,1,0x0,0x2000000,1,var,0x0,RegCreateKeyEx,,,
mem,0x8,expr,HeapAlloc,,,,,,,,,
1,2,1,ret,SendMessage,,,,,,,,
0xfde9,0x0,var,1,ret,ret,MultiByteToWideChar,,,,,,
mem,PTR,1,1,1,1,RegQueryValueEx,,,,,,
mem,2,var,3,LoadString,,,,,,,,
var,4,0x155,1,1,SendDlgItemMessage,,,,,,,
0x80000001,var,0x0,0x101,var,RegOpenKeyEx,,,,,,,
var,0x12c814,var,1,1,1,var,1,DeviceIoControl,,,,
var,1,0x17,PTR,expr,CoCreateInstance,,,,,,,
0x900,1,4,0x0,var,1,1,FormatMessage,,,,,
mem,3,1,var,SendMessage,,,,,,,,
mem,0x0,expr,HeapAlloc,,,,,,,,,
var,0x7400c,1,1,ret,3,var,1,DeviceIoControl,,,,
0x0,var,1,1,0x0,0x20119,1,var,0x0,RegCreateKeyEx,,,
mem,0x0,var,var,var,3,PTR,1,WideCharToMultiByte,,,,
0x1100,var,var,0x400,var,1,var,FormatMessage,,,,,
var,PTR,1,var,reg,var,RegQueryValueEx,,,,,,
0x80,PTR,1,8,0x0,1,1,1,mem,3,mem,1,CreateWindowEx
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
0x0,0x1,var,1,1,1,MultiByteToWideChar,,,,,,
var,0x6c,var,2,GetLocaleInfo,,,,,,,,
0x2800,ret,var,0x0,ret,var,var,FormatMessage,,,,,
0x0,PTR,PTR,1,0x0,1,1,1,8,1,ret,reg,CreateWindowEx
var,var,var,0x30,MessageBox,,,,,,,,
var,var,var,3,LoadString,,,,,,,,
0x0,1,1,0x1,var,expr,RegSetValueEx,,,,,,
0x8,PTR,1,8,0x0,1,1,1,var,1,mem,1,CreateWindowEx
var,3,0x1,CheckDlgButton,,,,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
0x0,0x0,expr,1,expr,1,MultiByteToWideChar,,,,,,
var,var,ret,0x1,var,expr,RegSetValueEx,,,,,,
var,0x0,var,8,reg,reg,MultiByteToWideChar,,,,,,
ret,var,2,var,SendMessage,,,,,,,,
mem,0x0,1,1,expr,var,0x206,SetWindowPos,,,,,
ret,3,var,3,LoadString,,,,,,,,
0x0,ret,1,0x2,var,1,RegSetValueEx,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
mem,3,ret,SetDlgItemText,,,,,,,,,
0x1200,1,var,0x0,var,3,1,FormatMessage,,,,,
0xfde9,0x0,ret,1,var,1,1,1,WideCharToMultiByte,,,,
ret,0x8,3,HeapAlloc,,,,,,,,,
mem,var,0x0,0x9,expr,RegOpenKeyEx,,,,,,,
var,PTR,1,var,ret,var,RegQueryValueEx,,,,,,
mem,4,0x147,1,1,SendDlgItemMessage,,,,,,,
ret,0x8,2,HeapAlloc,,,,,,,,,
var,0x30000,0x7,1,0x3,0x2000000,1,CreateFile,,,,,
mem,mem,mem,mem,mem,expr,RegQueryValueEx,,,,,,
0x1,0x0,expr,2,expr,2,1,1,WideCharToMultiByte,,,,
ret,0xc0000000,0x3,1,0x3,0x40000000,1,CreateFile,,,,,
ret,0x0,expr,HeapAlloc,,,,,,,,,
0x80000002,ret,0x0,0x20019,var,RegOpenKeyEx,,,,,,,
ret,var,var,3,LoadString,,,,,,,,
ret,0x7c0f4,var,2,1,1,var,1,DeviceIoControl,,,,
var,3,0x155,1,1,SendDlgItemMessage,,,,,,,
var,0x94148,1,1,var,4,var,1,DeviceIoControl,,,,
var,3,0x0,CheckDlgButton,,,,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
0x1800,1,var,0x0,var,3,var,FormatMessage,,,,,
ret,0x8,2,HeapAlloc,,,,,,,,,
0x80000001,var,1,1,0x0,0x2001f,1,var,var,RegCreateKeyEx,,,
var,reg,1,var,var,var,RegQueryValueEx,,,,,,
mem,3,1,1,SendMessage,,,,,,,,
0x400,0xf,expr,1,GetLocaleInfo,,,,,,,,
ret,2,var,3,LoadString,,,,,,,,
mem,0x8,3,HeapAlloc,,,,,,,,,
0x0,PTR,1,8,0x80000000,8,8,8,var,1,ret,1,CreateWindowEx
0x3b5,0x1,var,1,var,1,MultiByteToWideChar,,,,,,
mem,3,0xc,1,var,SendDlgItemMessage,,,,,,,
mem,3,ret,SetDlgItemText,,,,,,,,,
ret,var,3,var,1,WriteFile,,,,,,,
mem,3,var,2,LoadString,,,,,,,,
mem,0x0,expr,1,var,var,0x0,SetWindowPos,,,,,
0xfde9,0x0,var,var,expr,expr,1,1,WideCharToMultiByte,,,,
mem,0x1200b8,var,1,1,1,var,1,DeviceIoControl,,,,
1,var,var,0x2000,MessageBox,,,,,,,,
var,3,PTR,SetDlgItemText,,,,,,,,,
ret,3,1,1,PostMessage,,,,,,,,
0x400,0xf,mem,var,GetLocaleInfo,,,,,,,,
mem,0x0,expr,HeapAlloc,,,,,,,,,
0x0,0x0,expr,8,expr,var,1,1,WideCharToMultiByte,,,,
ret,var,2,var,1,WriteFile,,,,,,,
0x800,0x100a,var,1,GetLocaleInfo,,,,,,,,
ret,0x1,var,ret,var,ret,CompareString,,,,,,
ret,0xe,var,1,GetLocaleInfo,,,,,,,,
0x4,PTR,1,1,0x0,1,1,1,1,1,mem,1,CreateWindowEx
PTR,1,0x17,PTR,expr,CoCreateInstance,,,,,,,
0x0,0x0,var,1,var,1,MultiByteToWideChar,,,,,,
1,ret,ret,0x44,MessageBox,,,,,,,,
var,ret,expr,0x40,MessageBox,,,,,,,,
0x4e4,0x0,PTR,expr,var,var,MultiByteToWideChar,,,,,,
var,0x1001,ret,3,GetLocaleInfo,,,,,,,,
mem,0x0,mem,1,expr,mem,1,expr,WideCharToMultiByte,,,,
var,var,var,var,var,var,RegSetValueEx,,,,,,
ret,0x0,mem,HeapAlloc,,,,,,,,,
mem,4,1,var,SendMessage,,,,,,,,
0x2900,ret,4,0x0,var,1,var,FormatMessage,,,,,
0x0,PTR,ret,0x20019,var,RegOpenKeyEx,,,,,,,
mem,0x8,mem,HeapAlloc,,,,,,,,,
var,0x86000400,ret,1,1,1,1,var,DeviceIoControl,,,,
var,0x1,var,8,var,8,CompareString,,,,,,
var,expr,var,var,1,ReadFile,,,,,,,
mem,var,3,var,expr,ReadFile,,,,,,,
0x0,PTR,var,7,0x80000000,8,8,8,1,1,mem,1,CreateWindowEx
0x0,PTR,PTR,1,0x80000000,8,8,8,1,1,mem,reg,CreateWindowEx
mem,3,var,2,LoadString,,,,,,,,
mem,var,var,var,SendMessage,,,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
0x409,0x1,mem,reg,var,reg,CompareString,,,,,,
var,0x0,expr,expr,1,1,0x15,SetWindowPos,,,,,
0x7f,0x1,expr,8,PTR,8,CompareString,,,,,,
mem,2,mem,1,SetTimer,,,,,,,,
mem,3,mem,SetDlgItemText,,,,,,,,,
0x1100,1,mem,0x0,var,1,1,FormatMessage,,,,,
var,4,0x0,CheckDlgButton,,,,,,,,,
mem,ret,0x0,0x20019,var,RegOpenKeyEx,,,,,,,
ret,0x0,2,HeapAlloc,,,,,,,,,
mem,var,1,var,var,var,RegSetValueEx,,,,,,
0xbff,1,var,0x0,var,3,1,FormatMessage,,,,,
ret,0x1004,var,1,GetLocaleInfo,,,,,,,,
mem,4,var,SetDlgItemText,,,,,,,,,
0x0,0x1,reg,reg,PTR,reg,CompareString,,,,,,
var,expr,0x0,0x20019,expr,RegOpenKeyEx,,,,,,,
var,var,1,0x30,MessageBox,,,,,,,,
ret,0x0,var,8,ret,expr,MultiByteToWideChar,,,,,,
0x409,0x30001,var,1,PTR,1,CompareString,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
ret,0x13,var,2,GetLocaleInfo,,,,,,,,
PTR,1,0x8001,PTR,expr,CoCreateInstance,,,,,,,
var,0xc0000000,0x3,1,0x3,0x0,8,CreateFile,,,,,
1,0x900a4,var,expr,1,1,var,1,DeviceIoControl,,,,
ret,ret,2,var,1,ReadFile,,,,,,,
0x80000002,PTR,1,1,0x0,var,1,var,var,RegCreateKeyEx,,,
0x0,0x0,expr,8,expr,2,1,1,WideCharToMultiByte,,,,
0x1000,1,var,0x0,var,var,1,FormatMessage,,,,,
var,2,expr,SetDlgItemText,,,,,,,,,
ret,0x80000001,var,2,GetLocaleInfo,,,,,,,,
ret,0x8,expr,HeapAlloc,,,,,,,,,
0x7f,0x1,expr,8,mem,8,CompareString,,,,,,
0x24,PTR,PTR,8,0x0,1,1,1,mem,1,mem,reg,CreateWindowEx
mem,3,1,1,PostMessage,,,,,,,,
0x0,0x0,expr,1,ret,ret,1,1,WideCharToMultiByte,,,,
0x1100,1,8,0x0,var,1,1,FormatMessage,,,,,
mem,4,1,1,PostMessage,,,,,,,,
0x800,ret,var,0x0,var,var,1,FormatMessage,,,,,
mem,3,1,mem,SendMessage,,,,,,,,
ret,3,2,8,PostMessage,,,,,,,,
var,var,ret,var,var,RegOpenKeyEx,,,,,,,
var,var,0x0,0x9,var,RegOpenKeyEx,,,,,,,
0x400,0x29,var,1,GetLocaleInfo,,,,,,,,
1,var,var,0x40,MessageBox,,,,,,,,
0x0,ret,1,0x1,var,1,RegSetValueEx,,,,,,
mem,2,1,1,PostMessage,,,,,,,,
0x80000000,var,0x0,0x101,var,RegOpenKeyEx,,,,,,,
mem,4,0x147,1,1,SendDlgItemMessage,,,,,,,
var,var,1,1,var,0xf003f,1,var,0x0,RegCreateKeyEx,,,
ret,2,1,1,SendMessage,,,,,,,,
mem,PTR,0x0,0x1,var,RegOpenKeyEx,,,,,,,
var,ret,expr,var,1,WriteFile,,,,,,,
mem,expr,var,3,LoadString,,,,,,,,
ret,0x0,2,HeapAlloc,,,,,,,,,
0x80000000,ret,0x0,0xf003f,var,RegOpenKeyEx,,,,,,,
0x2400,expr,1,0x0,var,2,var,FormatMessage,,,,,
0x0,0x1,var,expr,1,1,MultiByteToWideChar,,,,,,
ret,0x1,ret,8,var,3,MultiByteToWideChar,,,,,,
var,1,1,1,SetTimer,,,,,,,,
ret,4,1,var,SendMessage,,,,,,,,
var,var,2,var,1,WriteFile,,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
mem,4,0x1,CheckDlgButton,,,,,,,,,
var,0x6dc040,var,1,1,1,var,1,DeviceIoControl,,,,
ret,0x0,1,1,expr,1,0x2,SetWindowPos,,,,,
mem,0x22a00c,1,1,1,1,var,1,DeviceIoControl,,,,
ret,0x7fffffff,var,var,0x3,0x10000000,1,CreateFile,,,,,
0x400,0xf,PTR,1,GetLocaleInfo,,,,,,,,
0x40000,PTR,PTR,1,var,var,1,1,1,1,8,1,CreateWindowEx
ret,3,1,1,PostMessage,,,,,,,,
mem,var,var,0x10134,MessageBox,,,,,,,,
var,3,3,1,PostMessage,,,,,,,,
0x900,mem,var,0x0,var,1,var,FormatMessage,,,,,
mem,mem,mem,expr,expr,WriteFile,,,,,,,
mem,mem,mem,SetDlgItemText,,,,,,,,,
mem,3,1,1,PostMessage,,,,,,,,
var,3,mem,ret,PostMessage,,,,,,,,
ret,3,1,1,PostMessage,,,,,,,,
0x400,0x23,var,1,GetLocaleInfo,,,,,,,,
var,PTR,1,0x7,ret,expr,RegSetValueEx,,,,,,
mem,3,4,1,SetTimer,,,,,,,,
PTR,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
var,var,var,var,ret,2,var,1,DeviceIoControl,,,,
var,2,0x0,CheckDlgButton,,,,,,,,,
mem,3,var,var,SendMessage,,,,,,,,
mem,3,3,1,PostMessage,,,,,,,,
0x1800,ret,mem,0x400,reg,3,1,FormatMessage,,,,,
var,ret,2,var,1,WriteFile,,,,,,,
0x7f,0x10001,var,1,1,1,CompareString,,,,,,
0x0,0x0,expr,1,expr,2,1,1,WideCharToMultiByte,,,,
var,0x0,var,var,mem,ret,MultiByteToWideChar,,,,,,
mem,ret,expr,var,1,WriteFile,,,,,,,
var,4,0x400,1,1,SendDlgItemMessage,,,,,,,
mem,2,var,SetDlgItemText,,,,,,,,,
mem,4,0xf0,1,1,SendDlgItemMessage,,,,,,,
ret,0x90068,var,1,ret,expr,var,1,DeviceIoControl,,,,
0x0,1,1,0x1,PTR,expr,RegSetValueEx,,,,,,
mem,4,0x144,1,1,SendDlgItemMessage,,,,,,,
ret,0x0,3,HeapAlloc,,,,,,,,,
var,4,mem,1,PostMessage,,,,,,,,
mem,0x70048,1,1,var,2,var,1,DeviceIoControl,,,,
0x0,0x0,mem,expr,var,expr,MultiByteToWideChar,,,,,,
var,4,ret,SetDlgItemText,,,,,,,,,
ret,0x6d003c,1,1,var,1,var,1,DeviceIoControl,,,,
reg,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
var,1,0x1,PTR,expr,CoCreateInstance,,,,,,,
var,3,PTR,SetDlgItemText,,,,,,,,,
var,var,var,var,var,var,CompareString,,,,,,
0x0,0x0,expr,1,1,1,1,1,WideCharToMultiByte,,,,
0x0,0x0,ret,mem,1,1,MultiByteToWideChar,,,,,,
mem,var,ret,2,LoadString,,,,,,,,
mem,3,1,1,SendMessage,,,,,,,,
mem,mem,expr,var,1,WriteFile,,,,,,,
PTR,1,0x15,PTR,var,CoCreateInstance,,,,,,,
mem,3,var,2,LoadString,,,,,,,,
0x400,0x1e,var,2,GetLocaleInfo,,,,,,,,
var,0x40000000,0x0,1,0x4,0x80,1,CreateFile,,,,,
mem,2,2,SetDlgItemText,,,,,,,,,
PTR,1,0x15,reg,reg,CoCreateInstance,,,,,,,
mem,mem,ret,var,1,WriteFile,,,,,,,
PTR,1,0x3,PTR,ret,CoCreateInstance,,,,,,,
var,3,var,CheckDlgButton,,,,,,,,,
ret,ret,0x0,0xf003f,var,RegOpenKeyEx,,,,,,,
mem,0x0,mem,1,expr,2,1,1,WideCharToMultiByte,,,,
0x1100,ret,ret,0x400,var,3,var,FormatMessage,,,,,
mem,4,0x2,CheckDlgButton,,,,,,,,,
ret,0xe,PTR,1,GetLocaleInfo,,,,,,,,
mem,0xc0000000,0xffffffff,1,0x1,0xffffffff,1,CreateFile,,,,,
var,0x3,var,8,var,8,CompareString,,,,,,
mem,4,var,SetDlgItemText,,,,,,,,,
0x400,0x0,var,8,var,8,CompareString,,,,,,
mem,3,mem,1,PostMessage,,,,,,,,
PTR,mem,0x1,PTR,var,CoCreateInstance,,,,,,,
var,4,ret,SetDlgItemText,,,,,,,,,
mem,3,mem,1,SendMessage,,,,,,,,
ret,0x8,expr,HeapAlloc,,,,,,,,,
mem,mem,0xe,1,1,SendDlgItemMessage,,,,,,,
var,2,PTR,SetDlgItemText,,,,,,,,,
mem,0x8,expr,HeapAlloc,,,,,,,,,
mem,0x8,4,HeapAlloc,,,,,,,,,
0xa00,mem,var,0x0,var,3,ret,FormatMessage,,,,,
mem,3,var,1,SendMessage,,,,,,,,
var,var,0x0,0x110,var,RegOpenKeyEx,,,,,,,
mem,3,1,var,PostMessage,,,,,,,,
var,2,1,var,PostMessage,,,,,,,,
mem,3,expr,1,PostMessage,,,,,,,,
0x80088,PTR,var,8,0x0,1,1,1,var,1,1,var,CreateWindowEx
0x0,0x0,expr,8,var,3,MultiByteToWideChar,,,,,,
0x8,PTR,1,8,0x0,1,1,1,mem,1,1,1,CreateWindowEx
PTR,0xc0000000,0x3,1,0x3,0x40000000,1,CreateFile,,,,,
0x3b5,0x0,var,1,var,1,1,1,WideCharToMultiByte,,,,
0x900,ret,var,0x0,var,1,var,FormatMessage,,,,,
var,4,var,SetDlgItemText,,,,,,,,,
var,0x0,1,1,expr,expr,0x46,SetWindowPos,,,,,
1,2,var,2,LoadString,,,,,,,,
mem,3,var,SetDlgItemText,,,,,,,,,
var,var,3,var,1,ReadFile,,,,,,,
mem,0x8,expr,HeapAlloc,,,,,,,,,
var,PTR,1,var,expr,var,RegQueryValueEx,,,,,,
var,0x70060,1,1,1,1,var,1,DeviceIoControl,,,,
mem,mem,mem,mem,reg,WriteFile,,,,,,,
0x1000,1,var,0x0,var,3,1,FormatMessage,,,,,
0x409,0x1,var,8,mem,8,CompareString,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
mem,0x0,1,1,var,expr,0xe,SetWindowPos,,,,,
0x1000,1,ret,0x400,var,expr,1,FormatMessage,,,,,
mem,0x1,var,mem,var,1,MultiByteToWideChar,,,,,,
var,3,1,var,SendMessage,,,,,,,,
mem,3,1,2,PostMessage,,,,,,,,
mem,3,1,var,SendMessage,,,,,,,,
mem,0x80000000,0x1,1,0x3,0x10000000,1,CreateFile,,,,,
mem,3,1,1,PostMessage,,,,,,,,
var,2,1,1,SendMessage,,,,,,,,
mem,2,1,1,PostMessage,,,,,,,,
0x0,var,1,0x1,1,expr,RegSetValueEx,,,,,,
0x1800,ret,var,0x400,ret,3,1,FormatMessage,,,,,
0x7f,0x1,mem,8,var,8,CompareString,,,,,,
mem,3,expr,2,LoadString,,,,,,,,
0x900,mem,1,0x0,var,1,1,FormatMessage,,,,,
0xfde9,0x0,var,8,var,ret,1,1,WideCharToMultiByte,,,,
var,1,0x7,PTR,var,CoCreateInstance,,,,,,,
mem,3,0x146,1,1,SendDlgItemMessage,,,,,,,
0x80000002,PTR,1,1,0x0,0xf013f,1,var,0x0,RegCreateKeyEx,,,
ret,4,1,var,SendMessage,,,,,,,,
mem,1,ret,var,1,WriteFile,,,,,,,
mem,0x120094,var,1,1,1,var,1,DeviceIoControl,,,,
mem,4,1,ret,PostMessage,,,,,,,,
var,3,0x147,1,1,SendDlgItemMessage,,,,,,,
mem,0x294044,var,1,var,var,var,1,DeviceIoControl,,,,
ret,mem,expr,var,1,WriteFile,,,,,,,
var,4,var,SetDlgItemText,,,,,,,,,
ret,0x1f,expr,2,GetLocaleInfo,,,,,,,,
var,ret,1,var,expr,var,RegSetValueEx,,,,,,
var,var,1,var,1,ReadFile,,,,,,,
mem,expr,0x40b,1,var,SendDlgItemMessage,,,,,,,
mem,3,8,mem,PostMessage,,,,,,,,
ret,4,ret,var,SendMessage,,,,,,,,
0x80000001,PTR,ret,0x20006,var,RegOpenKeyEx,,,,,,,
1,3,var,3,LoadString,,,,,,,,
ret,var,0x0,0x3,expr,RegOpenKeyEx,,,,,,,
ret,0x8,2,HeapAlloc,,,,,,,,,
mem,3,var,3,LoadString,,,,,,,,
ret,4,1,var,SendMessage,,,,,,,,
mem,4,1,mem,PostMessage,,,,,,,,
mem,mem,1,0x7,mem,1,RegSetValueEx,,,,,,
ret,expr,1,var,1,ReadFile,,,,,,,
reg,mem,expr,1,1,ReadFile,,,,,,,
var,0x1,var,1,ret,ret,MultiByteToWideChar,,,,,,
mem,var,1,1,0x0,0x2001f,1,var,0x0,RegCreateKeyEx,,,
var,var,0x0,1,0x2,0x80,1,CreateFile,,,,,
PTR,1,0x415,PTR,var,CoCreateInstance,,,,,,,
mem,mem,1,var,ret,var,RegQueryValueEx,,,,,,
var,0x40000000,0x1,var,0x2,0x8000080,1,CreateFile,,,,,
0x2000000,PTR,var,8,0x0,expr,var,var,ret,3,mem,1,CreateWindowEx
mem,var,1,1,var,var,RegQueryValueEx,,,,,,
mem,1,0x1,PTR,var,CoCreateInstance,,,,,,,
ret,2,2,1,SendMessage,,,,,,,,
ret,PTR,1,1,ret,var,RegQueryValueEx,,,,,,
ret,0x0,3,HeapAlloc,,,,,,,,,
var,3,0x1,CheckDlgButton,,,,,,,,,
0x400,0x1e,ret,1,GetLocaleInfo,,,,,,,,
PTR,1,0x401,PTR,expr,CoCreateInstance,,,,,,,
0x0,PTR,PTR,1,0x0,1,1,1,1,1,mem,1,CreateWindowEx
var,2,var,3,LoadString,,,,,,,,
mem,var,1,0x1,var,1,RegSetValueEx,,,,,,
var,4,0x18b,1,1,SendDlgItemMessage,,,,,,,
var,0x0,var,ret,var,ret,CompareString,,,,,,
ret,2,1,1,PostMessage,,,,,,,,
mem,expr,3,var,1,ReadFile,,,,,,,
mem,2,var,3,LoadString,,,,,,,,
mem,3,expr,SetDlgItemText,,,,,,,,,
var,4,0x414,1,1,SendDlgItemMessage,,,,,,,
var,3,2,2,PostMessage,,,,,,,,
0x1000,1,var,0x0,var,3,1,FormatMessage,,,,,
mem,0x8,4,HeapAlloc,,,,,,,,,
var,3,0x0,CheckDlgButton,,,,,,,,,
0x400,0x25,var,2,GetLocaleInfo,,,,,,,,
1,var,var,0x34,MessageBox,,,,,,,,
var,3,PTR,SetDlgItemText,,,,,,,,,
var,3,0xc5,3,1,SendDlgItemMessage,,,,,,,
var,3,0x0,CheckDlgButton,,,,,,,,,
mem,4,var,SetDlgItemText,,,,,,,,,
mem,0x2d1400,var,1,ret,var,var,1,DeviceIoControl,,,,
expr,0x20001004,var,1,GetLocaleInfo,,,,,,,,
0xa00,ret,4,0x0,var,2,1,FormatMessage,,,,,
ret,0x6d0008,var,2,ret,mem,var,1,DeviceIoControl,,,,
ret,var,var,var,1,WriteFile,,,,,,,
ret,3,var,3,LoadString,,,,,,,,
0x0,ret,var,8,var,var,var,var,var,var,mem,1,CreateWindowEx
ret,0x0,expr,HeapAlloc,,,,,,,,,
mem,mem,ret,var,1,ReadFile,,,,,,,
mem,0x0,expr,HeapAlloc,,,,,,,,,
mem,4,mem,CheckDlgButton,,,,,,,,,
